ASCII Trace IXXAT MiniMon V3  Version: 1.1.2.4268
Date: 12/4/2019
Start time: 4:34:02 PM
Stop time: 4:34:09 PM
Overruns: 0  Errorframes: 0                                          
Baudrate: 125 kbit/s
"Time","Identifier (hex)","Format","Flags","Data (hex)"
"00:00:44.684","CC","Std","","00 19 00 19 00 96 09 09"
"00:00:44.688","CC","Std","","00 19 00 19 00 96 09 09"
"00:00:44.692","CC","Std","","00 19 00 19 00 96 09 09"
"00:00:44.697","CC","Std","","00 19 00 19 00 96 09 09"
"00:00:44.701","CC","Std","","00 19 00 19 00 96 09 09"
"00:00:44.705","CC","Std","","00 19 00 1A 00 96 09 09"
"00:00:44.709","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.713","CC","Std","","00 19 00 19 00 96 09 09"
"00:00:44.717","CC","Std","","00 1A 00 19 00 96 09 09"
"00:00:44.721","CC","Std","","00 19 00 1A 00 96 09 09"
"00:00:44.725","CC","Std","","00 1A 00 19 00 96 09 09"
"00:00:44.729","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.733","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.737","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.742","CC","Std","","00 19 00 1A 00 96 09 09"
"00:00:44.746","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.750","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.754","CC","Std","","00 1A 00 19 00 96 09 09"
"00:00:44.758","CC","Std","","00 19 00 1A 00 96 09 09"
"00:00:44.762","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.766","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.770","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.774","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.778","CC","Std","","00 19 00 1A 00 96 09 09"
"00:00:44.783","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.787","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.791","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.795","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.799","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.803","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.807","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.811","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.815","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.819","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.823","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.828","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.832","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.836","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.840","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.844","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.848","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.852","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.856","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.860","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.864","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.868","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.873","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.877","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.881","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.885","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.889","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.893","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.897","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.901","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.905","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.909","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.914","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.918","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.922","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.926","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.930","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.934","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.938","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.942","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.946","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.950","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.954","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.959","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.963","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.967","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.971","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.975","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.979","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.983","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.987","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.991","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.995","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:44.999","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.004","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.008","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.012","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.016","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.020","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.024","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.028","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.032","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.036","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.040","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.045","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.049","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.053","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.057","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.061","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.065","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.069","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.073","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.077","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.081","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.085","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.090","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.094","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.098","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.102","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.106","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.110","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.114","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.118","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.122","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.126","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.130","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.135","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.139","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.143","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.147","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.151","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.155","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.159","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.163","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.167","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.171","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.176","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.180","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.184","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.188","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.192","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.196","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.200","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.204","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.208","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.212","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.216","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.221","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.225","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.229","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.233","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.237","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.241","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.245","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.249","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.253","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.257","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.261","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.266","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.270","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.274","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.278","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.282","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.286","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.290","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.294","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.298","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.302","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.306","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.311","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.315","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.319","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.323","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.327","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.331","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.335","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.339","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.343","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.347","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.352","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.356","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.360","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.364","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.368","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.372","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.376","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.380","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.384","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.388","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.392","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.397","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.401","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.405","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.409","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.413","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.417","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.421","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.425","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.429","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.433","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.437","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.442","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.446","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.450","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.454","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.458","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.462","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.466","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.470","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.474","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.478","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.483","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.487","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.491","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.495","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.499","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.503","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.507","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.511","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.515","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.519","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.523","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.528","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.532","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.536","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.540","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.544","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.548","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.552","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.556","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.560","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.564","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.568","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.573","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.577","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.581","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.585","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.589","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.593","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.597","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.601","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.605","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.609","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.614","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.618","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.622","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.626","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.630","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.634","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.638","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.642","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.646","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.650","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.654","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.659","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.663","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.667","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.671","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.675","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.679","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.683","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.687","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.691","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.695","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.699","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.704","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.708","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.712","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.716","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.720","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.724","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.728","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.732","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.736","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.740","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.745","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.749","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.753","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.757","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.761","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.765","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.769","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.773","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.777","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.781","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.785","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.790","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.794","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.798","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.802","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.806","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.810","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.814","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.818","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.822","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.826","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.830","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.835","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.839","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.843","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.847","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.851","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.855","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.859","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.863","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.867","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.871","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.876","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.880","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.884","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.888","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.892","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.896","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.900","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.904","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.908","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.912","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.916","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.921","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.925","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.929","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.933","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.937","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.941","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.945","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.949","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.953","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.957","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.961","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.966","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.970","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.974","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.978","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.982","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.986","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.990","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.994","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:45.998","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.002","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.007","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.011","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.015","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.019","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.023","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.027","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.031","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.035","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.039","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.043","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.047","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.052","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.056","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.060","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.064","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.068","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.072","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.076","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.080","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.084","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.088","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.092","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.097","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.101","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.105","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.109","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.113","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.117","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.121","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.125","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.129","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.133","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.138","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.142","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.146","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.150","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.154","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.158","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.162","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.166","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.170","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.174","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.178","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.183","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.187","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.191","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.195","CC","Std","","00 1B 00 1A 00 96 09 09"
"00:00:46.199","CC","Std","","00 1A 00 1B 00 96 09 09"
"00:00:46.203","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.207","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.211","CC","Std","","00 1A 00 1B 00 96 09 09"
"00:00:46.215","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.219","CC","Std","","00 1A 00 1B 00 96 09 09"
"00:00:46.223","CC","Std","","00 1B 00 1A 00 96 09 09"
"00:00:46.228","CC","Std","","00 1B 00 1B 00 96 09 09"
"00:00:46.232","CC","Std","","00 1B 00 1B 00 96 09 09"
"00:00:46.236","CC","Std","","00 1B 00 1B 00 96 09 09"
"00:00:46.240","CC","Std","","00 1B 00 1A 00 96 09 09"
"00:00:46.244","CC","Std","","00 1B 00 1A 00 96 09 09"
"00:00:46.248","CC","Std","","00 1A 00 1B 00 96 09 09"
"00:00:46.252","CC","Std","","00 1A 00 1B 00 96 09 09"
"00:00:46.256","CC","Std","","00 1B 00 1A 00 96 09 09"
"00:00:46.260","CC","Std","","00 1A 00 1B 00 96 09 09"
"00:00:46.264","CC","Std","","00 1B 00 1B 00 96 09 09"
"00:00:46.268","CC","Std","","00 1B 00 1A 00 96 09 09"
"00:00:46.273","CC","Std","","00 1A 00 1A 00 96 09 09"
"00:00:46.277","CC","Std","","00 1B 00 1A 00 96 09 09"
"00:00:46.281","CC","Std","","00 1B 00 1B 00 96 09 09"
"00:00:46.285","CC","Std","","00 1B 00 1B 00 96 09 09"
"00:00:46.289","CC","Std","","00 1B 00 1B 00 96 09 09"
"00:00:46.293","CC","Std","","00 1B 00 1B 00 96 09 09"
"00:00:46.297","CC","Std","","00 1B 00 1B 00 96 09 09"
"00:00:46.301","CC","Std","","00 1A 00 1B 00 96 09 09"
